V21	V24	Freq	Frac	Ratio	Class
B1F2	processed_transcript	1	0.0119047619047619	2.60862493466479	SINE
B2_Mm1a	processed_transcript	1	0.0119047619047619	2.32435772991443	SINE
B2_Mm2	processed_transcript	1	0.0119047619047619	0.476794475735936	SINE
B3A	processed_transcript	2	0.0238095238095238	0.932113318863999	SINE
B4	processed_transcript	1	0.0119047619047619	0.680029180130833	SINE
B4A	processed_transcript	4	0.0476190476190476	1.63121514410258	SINE
BGLII	processed_transcript	1	0.0119047619047619	19.446725934129	LTR
Charlie17b	processed_transcript	1	0.0119047619047619	336.979832977967	DNA
HERVL74-int	processed_transcript	1	0.0119047619047619	295.132664176782	LTR
IAPEz-int	processed_transcript	1	0.0119047619047619	5.97608491517306	LTR
IAPLTR3	processed_transcript	1	0.0119047619047619	45.5194532450078	LTR
ID_B1	processed_transcript	3	0.0357142857142857	1.16563892112225	SINE
ID4	processed_transcript	1	0.0119047619047619	1.82121874723916	SINE
L1_Mus2	processed_transcript	1	0.0119047619047619	2.14219353949654	LINE
L1_Rod	processed_transcript	1	0.0119047619047619	3.94300538063636	LINE
L1M5	processed_transcript	1	0.0119047619047619	2.66670392836755	LINE
L1MB2	processed_transcript	1	0.0119047619047619	15.0970570441483	LINE
L1MC	processed_transcript	1	0.0119047619047619	8.13023003583859	LINE
L1Md_F2	processed_transcript	2	0.0238095238095238	1.39157747909173	LINE
L1Md_T	processed_transcript	3	0.0357142857142857	5.71875603078111	LINE
L1MEg	processed_transcript	1	0.0119047619047619	11.7622551755789	LINE
L2	processed_transcript	1	0.0119047619047619	2.48119663822449	LINE
L2b	processed_transcript	1	0.0119047619047619	3.19502565761321	LINE
L4_C_Mam	processed_transcript	1	0.0119047619047619	74.5136924406726	LINE
Lx2	processed_transcript	1	0.0119047619047619	2.38487892780435	LINE
Lx3B	processed_transcript	1	0.0119047619047619	7.36267693119969	LINE
Lx5c	processed_transcript	1	0.0119047619047619	2.68430017947019	LINE
Lx7	processed_transcript	1	0.0119047619047619	1.09955189371144	LINE
Lx9	processed_transcript	2	0.0238095238095238	1.81470472286492	LINE
MER99	processed_transcript	1	0.0119047619047619	223.541077322018	DNA
MIRb	processed_transcript	1	0.0119047619047619	1.04030082520959	SINE
MIRc	processed_transcript	1	0.0119047619047619	1.88650140453909	SINE
MLT1B	processed_transcript	1	0.0119047619047619	4.72434584840422	LTR
MLT1C	processed_transcript	1	0.0119047619047619	5.73400604686318	LTR
MRLTR33	processed_transcript	1	0.0119047619047619	68.1075378869498	LTR
MT2B2	processed_transcript	1	0.0119047619047619	11.7806672629918	LTR
MTA_Mm	processed_transcript	1	0.0119047619047619	2.79928693937435	LTR
MTB	processed_transcript	1	0.0119047619047619	6.77600504487508	LTR
MTC	processed_transcript	2	0.0238095238095238	3.17748910133331	LTR
ORR1A2	processed_transcript	1	0.0119047619047619	2.93826767432637	LTR
ORR1C2	processed_transcript	1	0.0119047619047619	3.52665554662977	LTR
ORR1D1	processed_transcript	1	0.0119047619047619	2.02963401739696	LTR
PB1	processed_transcript	1	0.0119047619047619	3.73647477195264	SINE
PB1D10	processed_transcript	3	0.0357142857142857	1.99896548307671	SINE
PB1D7	processed_transcript	1	0.0119047619047619	1.77336910886571	SINE
PB1D9	processed_transcript	1	0.0119047619047619	1.48385848703781	SINE
RLTR12E	processed_transcript	1	0.0119047619047619	69.5767297674078	LTR
RLTR20B3A_MM	processed_transcript	1	0.0119047619047619	51.1964825612785	LTR
RLTR20B5_MM	processed_transcript	1	0.0119047619047619	50.3403540903541	LTR
RLTR6_Mm	processed_transcript	1	0.0119047619047619	183.558120402633	LTR
RLTR9A2	processed_transcript	1	0.0119047619047619	185.062695160031	LTR
RMER15	processed_transcript	1	0.0119047619047619	2.42444550974752	LTR
RMER17A2	processed_transcript	1	0.0119047619047619	16.6073179915585	LTR
RMER21B	processed_transcript	1	0.0119047619047619	34.8959023331125	LTR
RMER4A	processed_transcript	1	0.0119047619047619	12.9384806931368	LTR
RSINE1	processed_transcript	2	0.0238095238095238	0.750549301382039	SINE
URR1B	processed_transcript	1	0.0119047619047619	2.58739958853126	DNA
B1_Mm	protein_coding	3	0.0159574468085106	1.34675731103369	SINE
B1_Mur1	protein_coding	1	0.00531914893617021	0.505240559852645	SINE
B1_Mur2	protein_coding	3	0.0159574468085106	1.80727102295504	SINE
B1_Mur3	protein_coding	3	0.0159574468085106	2.34347660793663	SINE
B1_Mur4	protein_coding	1	0.00531914893617021	0.469925263814128	SINE
B1_Mus1	protein_coding	5	0.0265957446808511	1.01180373897192	SINE
B1_Mus2	protein_coding	5	0.0265957446808511	1.35529746729245	SINE
B1F	protein_coding	3	0.0159574468085106	1.28390882696874	SINE
B1F1	protein_coding	2	0.0106382978723404	1.9627191280311	SINE
B1F2	protein_coding	1	0.00531914893617021	1.1655558218715	SINE
B2_Mm1a	protein_coding	1	0.00531914893617021	1.03854281549368	SINE
B2_Mm1t	protein_coding	2	0.0106382978723404	1.65023485004055	SINE
B2_Mm2	protein_coding	2	0.0106382978723404	0.426071659168283	SINE
B3	protein_coding	4	0.0212765957446809	0.519515427836355	SINE
B4	protein_coding	2	0.0106382978723404	0.607685650329681	SINE
Charlie7	protein_coding	1	0.00531914893617021	23.4329515407616	DNA
ERVB7_2-LTR_MM	protein_coding	1	0.00531914893617021	44.8350472813241	LTR
ERVL-B4-int	protein_coding	1	0.00531914893617021	14.2082896314055	LTR
IAPEz-int	protein_coding	1	0.00531914893617021	2.67016560039647	LTR
IAPLTR1_Mm	protein_coding	1	0.00531914893617021	13.1781654321331	LTR
ID	protein_coding	1	0.00531914893617021	2.40991056815525	SINE
ID_B1	protein_coding	10	0.0531914893617021	1.73605796762888	SINE
ID4	protein_coding	1	0.00531914893617021	0.813736036000474	SINE
ID4_	protein_coding	1	0.00531914893617021	0.736799155556211	SINE
L1_Mus2	protein_coding	1	0.00531914893617021	0.957150304881433	LINE
L1_Mus3	protein_coding	1	0.00531914893617021	0.416038174586982	LINE
L1M2	protein_coding	1	0.00531914893617021	1.06721879273186	LINE
L1M4	protein_coding	1	0.00531914893617021	1.41643999414461	LINE
L1M4b	protein_coding	1	0.00531914893617021	9.08000507497558	LINE
L1M4c	protein_coding	1	0.00531914893617021	9.63043975016503	LINE
L1M5	protein_coding	1	0.00531914893617021	1.1915060105472	LINE
L1MA8	protein_coding	1	0.00531914893617021	5.09360547250585	LINE
L1MB2	protein_coding	1	0.00531914893617021	6.74549357291733	LINE
L1MB4	protein_coding	1	0.00531914893617021	7.2548620196317	LINE
L1MCa	protein_coding	1	0.00531914893617021	5.55959528150889	LINE
L1Md_F2	protein_coding	1	0.00531914893617021	0.310884330435387	LINE
L1VL2	protein_coding	1	0.00531914893617021	4.29545907528119	LINE
L2	protein_coding	2	0.0106382978723404	2.21723954905168	LINE
L2a	protein_coding	2	0.0106382978723404	1.61354536761002	LINE
L2b	protein_coding	4	0.0212765957446809	5.71025862211723	LINE
L2c	protein_coding	2	0.0106382978723404	3.18833300831159	LINE
L3	protein_coding	1	0.00531914893617021	2.01435416100197	LINE
LTR10_RN	protein_coding	1	0.00531914893617021	35.3341003092745	LTR
LTR16B	protein_coding	1	0.00531914893617021	76.1349859494179	LTR
LTR31	protein_coding	1	0.00531914893617021	107.891825008533	LTR
LTR33C	protein_coding	1	0.00531914893617021	84.7721482209905	LTR
LTR65	protein_coding	1	0.00531914893617021	122.277401676338	LTR
Lx	protein_coding	2	0.0106382978723404	1.60309652191774	LINE
Lx2	protein_coding	1	0.00531914893617021	1.06558420178492	LINE
Lx2B2	protein_coding	2	0.0106382978723404	3.56903790493468	LINE
Lx4B	protein_coding	2	0.0106382978723404	6.95236777277593	LINE
Lx8	protein_coding	1	0.00531914893617021	0.400122387684351	LINE
MamGypLTR3a	protein_coding	1	0.00531914893617021	124.541798003677	LTR
MamTip2	protein_coding	1	0.00531914893617021	22.1225562243374	DNA
MER74A	protein_coding	1	0.00531914893617021	26.7228758630407	LTR
MIR	protein_coding	1	0.00531914893617021	0.502447298632692	SINE
MIR3	protein_coding	4	0.0212765957446809	4.85461291544652	SINE
MIRb	protein_coding	7	0.0372340425531915	3.25370683629383	SINE
MIRc	protein_coding	1	0.00531914893617021	0.842904882879167	SINE
MLT1A	protein_coding	2	0.0106382978723404	8.00784730168518	LTR
MLT1A0	protein_coding	1	0.00531914893617021	1.89764590637658	LTR
MLT1C	protein_coding	1	0.00531914893617021	2.56200270178993	LTR
MLT1F1	protein_coding	1	0.00531914893617021	12.1981688492115	LTR
MLT1H	protein_coding	1	0.00531914893617021	8.56720648687718	LTR
MLT1H-int	protein_coding	1	0.00531914893617021	52.1337759085162	LTR
MLT2B3	protein_coding	1	0.00531914893617021	13.3261369066022	LTR
MLTR25A	protein_coding	1	0.00531914893617021	8.96700945626478	LTR
MMVL30-int	protein_coding	1	0.00531914893617021	20.3384791094715	LTR
MT2B	protein_coding	1	0.00531914893617021	1.37035735085212	LTR
MT2B1	protein_coding	1	0.00531914893617021	2.67264157856614	LTR
MT2B2	protein_coding	1	0.00531914893617021	5.26370239410273	LTR
MT2C_Mm	protein_coding	1	0.00531914893617021	9.86108078034982	LTR
MTA_Mm	protein_coding	5	0.0265957446808511	6.25372614115546	LTR
MTC	protein_coding	6	0.0319148936170213	4.25918751880848	LTR
MTC-int	protein_coding	1	0.00531914893617021	5.57804016494215	LTR
MTD	protein_coding	6	0.0319148936170213	2.27743213416817	LTR
MTD-int	protein_coding	1	0.00531914893617021	7.73018056574549	LTR
MTEb	protein_coding	1	0.00531914893617021	1.80479213494908	LTR
ORR1A2	protein_coding	1	0.00531914893617021	1.31284300342242	LTR
ORR1A3	protein_coding	1	0.00531914893617021	4.44694099109452	LTR
ORR1A4	protein_coding	1	0.00531914893617021	2.50692983059093	LTR
ORR1B1	protein_coding	1	0.00531914893617021	1.13035863502693	LTR
ORR1B2	protein_coding	1	0.00531914893617021	2.29949524465418	LTR
ORR1D1	protein_coding	3	0.0159574468085106	2.72057325736189	LTR
ORR1E	protein_coding	1	0.00531914893617021	0.863208457476394	LTR
PB1	protein_coding	2	0.0106382978723404	3.33897745578746	SINE
PB1D10	protein_coding	1	0.00531914893617021	0.297718263436957	SINE
PB1D11	protein_coding	2	0.0106382978723404	2.07015917059263	SINE
PB1D7	protein_coding	1	0.00531914893617021	0.792356410344254	SINE
PB1D9	protein_coding	3	0.0159574468085106	1.98900180177409	SINE
Plat_L3	protein_coding	1	0.00531914893617021	34.1962225027047	LINE
RLTR10A	protein_coding	1	0.00531914893617021	24.3668735224586	LTR
RLTR14-int	protein_coding	1	0.00531914893617021	10.6524663551192	LTR
RLTR17	protein_coding	1	0.00531914893617021	11.2713806014501	LTR
RLTR19-int	protein_coding	1	0.00531914893617021	7.91827758108153	LTR
RLTR20C1_MM	protein_coding	1	0.00531914893617021	3.47618388638797	LTR
RLTR30D2_MM	protein_coding	1	0.00531914893617021	25.8002190237798	LTR
RLTR31D_MM	protein_coding	2	0.0106382978723404	4.76855856218287	LTR
RLTR34D_MM	protein_coding	1	0.00531914893617021	45.9584767120633	LTR
RLTR42	protein_coding	1	0.00531914893617021	74.7250788022065	LTR
RLTR48A	protein_coding	2	0.0106382978723404	61.2314758015044	LTR
RLTR51A_Mm	protein_coding	2	0.0106382978723404	11.1222553895236	LTR
RMER15	protein_coding	1	0.00531914893617021	1.083262887334	LTR
RMER17C2	protein_coding	1	0.00531914893617021	5.74644582073362	LTR
RMER19B	protein_coding	1	0.00531914893617021	3.40806947239792	LTR
RMER5	protein_coding	3	0.0159574468085106	7.91413622251403	LTR
RSINE1	protein_coding	4	0.0212765957446809	0.670703631022247	SINE
URR1A	protein_coding	1	0.00531914893617021	1.11173524777362	DNA
URR1B	protein_coding	1	0.00531914893617021	1.1560721565778	DNA
B1_Mm	retained_intron	7	0.0391061452513966	3.30043318681627	SINE
B1_Mur1	retained_intron	5	0.0279329608938547	2.6532185824664	SINE
B1_Mur2	retained_intron	3	0.0167597765363128	1.89813939841088	SINE
B1_Mur3	retained_intron	2	0.0111731843575419	1.64087002715861	SINE
B1_Mur4	retained_intron	1	0.00558659217877095	0.493552791045006	SINE
B1_Mus1	retained_intron	10	0.0558659217877095	2.1253531053265	SINE
B1_Mus2	retained_intron	8	0.0446927374301676	2.27750546458977	SINE
B1F	retained_intron	3	0.0167597765363128	1.34846290206773	SINE
B2_Mm1a	retained_intron	7	0.0391061452513966	7.63532036418818	SINE
B2_Mm1t	retained_intron	4	0.0223463687150838	3.46641510399579	SINE
B2_Mm2	retained_intron	11	0.0614525139664804	2.46121841106148	SINE
B3	retained_intron	11	0.0614525139664804	1.50049986699104	SINE
B3A	retained_intron	5	0.0279329608938547	1.09354076514771	SINE
B4	retained_intron	5	0.0279329608938547	1.59559919360307	SINE
B4A	retained_intron	2	0.0111731843575419	0.38274321816932	SINE
HAL1b	retained_intron	1	0.00558659217877095	27.6996020009494	LINE
IAPEz-int	retained_intron	1	0.00558659217877095	2.80441973672926	LTR
IAPLTR1_Mm	retained_intron	1	0.00558659217877095	13.8407547555364	LTR
ID	retained_intron	1	0.00558659217877095	2.53107925593959	SINE
ID_B1	retained_intron	15	0.0837988826815642	2.73501869760527	SINE
ID4	retained_intron	1	0.00558659217877095	0.854650138369213	SINE
ID4_	retained_intron	3	0.0167597765363128	2.32153476946203	SINE
L1_Mus1	retained_intron	1	0.00558659217877095	0.777564785363505	LINE
L1_Mus3	retained_intron	2	0.0111731843575419	0.873912590193884	LINE
L1_Rod	retained_intron	1	0.00558659217877095	1.85034889370645	LINE
L1M4	retained_intron	1	0.00558659217877095	1.48765764748149	LINE
L1M5	retained_intron	1	0.00558659217877095	1.25141413398254	LINE
L1MA4	retained_intron	1	0.00558659217877095	2.78196081537695	LINE
L1MC4	retained_intron	1	0.00558659217877095	3.71171755661698	LINE
L1MEd	retained_intron	2	0.0111731843575419	12.8698424116163	LINE
L3b	retained_intron	2	0.0111731843575419	17.889569886641	LINE
Lx5	retained_intron	1	0.00558659217877095	1.2633515489612	LINE
MER103C	retained_intron	1	0.00558659217877095	19.4049409622035	DNA
MER3	retained_intron	1	0.00558659217877095	6.96587624284229	DNA
MER77	retained_intron	1	0.00558659217877095	36.1607432264953	LTR
MIR	retained_intron	1	0.00558659217877095	0.527710011971766	SINE
MIR3	retained_intron	4	0.0223463687150838	5.09869959834606	SINE
MIRb	retained_intron	2	0.0111731843575419	0.976371724219058	SINE
MIRc	retained_intron	1	0.00558659217877095	0.885285575314432	SINE
MLT1E1	retained_intron	1	0.00558659217877095	36.22255646278	LTR
MLT1J	retained_intron	1	0.00558659217877095	6.98885076870919	LTR
MLT2D	retained_intron	1	0.00558659217877095	13.0722982916263	LTR
MMERVK10C-int	retained_intron	1	0.00558659217877095	6.0996532903645	LTR
MMERVK9C_I-int	retained_intron	1	0.00558659217877095	11.1001548091808	LTR
MT2B	retained_intron	1	0.00558659217877095	1.43925799977765	LTR
MT2B2	retained_intron	2	0.0111731843575419	11.0567156434784	LTR
MTA_Mm	retained_intron	1	0.00558659217877095	1.31363185981813	LTR
MTC	retained_intron	1	0.00558659217877095	0.745556101988821	LTR
MTD	retained_intron	1	0.00558659217877095	0.398656649183999	LTR
MTE2a	retained_intron	1	0.00558659217877095	1.35643294909271	LTR
MuRRS4-int	retained_intron	1	0.00558659217877095	7.46396461103426	LTR
ORR1A2	retained_intron	1	0.00558659217877095	1.37885186951629	LTR
ORR1A4	retained_intron	1	0.00558659217877095	2.63297658184969	LTR
ORR1A4-int	retained_intron	1	0.00558659217877095	15.255720324497	LTR
ORR1E	retained_intron	3	0.0167597765363128	2.71983000009322	LTR
ORR1F	retained_intron	2	0.0111731843575419	1.7943346907766	LTR
PB1D10	retained_intron	3	0.0167597765363128	0.938062014404713	SINE
PB1D11	retained_intron	1	0.00558659217877095	1.08712269293691	SINE
PB1D7	retained_intron	3	0.0167597765363128	2.49658667840312	SINE
PB1D9	retained_intron	2	0.0111731843575419	1.39267165263884	SINE
RLTR12A	retained_intron	1	0.00558659217877095	24.9296418008544	LTR
RLTR13E	retained_intron	1	0.00558659217877095	33.850152604994	LTR
RLTR17B_Mm	retained_intron	1	0.00558659217877095	0.746238749497332	LTR
RLTR19-int	retained_intron	1	0.00558659217877095	8.3164032695158	LTR
RLTR25B	retained_intron	1	0.00558659217877095	5.51253785919	LTR
RLTR34D_MM	retained_intron	1	0.00558659217877095	48.2692381109939	LTR
RLTR4_Mm	retained_intron	1	0.00558659217877095	85.790265306584	LTR
RLTR6B_Mm	retained_intron	1	0.00558659217877095	31.8171104064959	LTR
RMER20A	retained_intron	1	0.00558659217877095	13.3020687575181	LTR
RMER4B	retained_intron	1	0.00558659217877095	3.94016279857313	LTR
RMER6B	retained_intron	1	0.00558659217877095	14.7256397016861	LTR
RSINE1	retained_intron	2	0.0111731843575419	0.352213079978163	SINE
Tigger10	retained_intron	1	0.00558659217877095	85.4443368174445	DNA
Tigger9b	retained_intron	1	0.00558659217877095	57.7389523997991	DNA
URR1A	retained_intron	1	0.00558659217877095	1.16763255073431	DNA
URR1B	retained_intron	2	0.0111731843575419	2.42839737918018	DNA
X8_LINE	sense_intronic	1	1	23128.3231707317	LINE
B2_Mm2	TEC	1	0.1	4.00507359618186	SINE
B3	TEC	1	0.1	2.44172251083087	SINE
B4A	TEC	1	0.1	3.42555180261541	SINE
L1Md_F2	TEC	1	0.1	5.84462541218528	LINE
Lx8b	TEC	1	0.1	15.4232708494287	LINE
MT2C_Mm	TEC	1	0.1	185.388318670577	LTR
PB1D10	TEC	1	0.1	5.59710335261479	SINE
RLTR42-int	TEC	1	0.1	147.704244548287	LTR
RSINE1	TEC	1	0.1	3.15230706580456	SINE
URR1A	TEC	1	0.1	20.9006226581441	DNA
L1_Mm	unprocessed_pseudogene	1	1	698.663658132253	LINE
